customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,33,PayPal,Weekly,Middle_aged,7
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,18,"Credit Card",Annually,Middle_aged,365
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4,Yes,Express,Yes,9,"Bank Transfer",Weekly,Adult,7
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,34,PayPal,Annually,"Young Adult",365
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,"Free Shipping",Yes,33,Venmo,Fortnightly,Adult,14
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,"Free Shipping",Yes,25,"Debit Card",Annually,Adult,365
258,20,Male,Handbag,Accessories,53,"West Virginia",M,Red,Summer,4.5,Yes,Express,Yes,5,"Credit Card",Quarterly,"Young Adult",90
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,16,Cash,Quarterly,Senior,90
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,13,"Debit Card",Annually,Adult,365
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,21,"Credit Card",Annually,"Young Adult",365
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,"Next Day Air",Yes,6,"Debit Card",Annually,Adult,365
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,"Store Pickup",Yes,29,Venmo,Monthly,"Young Adult",30
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,"Store Pickup",Yes,15,Cash,Annually,Adult,365
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,32,"Credit Card",Weekly,Middle_aged,7
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,"2-Day Shipping",Yes,42,Venmo,Annually,Senior,365
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,"Store Pickup",Yes,21,Cash,Monthly,Senior,30
271,33,Male,Jeans,Clothing,52,"North Dakota",XL,Orange,Fall,4.6,Yes,"Free Shipping",Yes,16,"Bank Transfer",Annually,Adult,365
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,42,"Credit Card",Fortnightly,Senior,14
274,69,Male,Coat,Outerwear,33,"North Dakota",S,Silver,Spring,4.2,Yes,Express,Yes,32,"Debit Card",Quarterly,Senior,90
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4,Yes,Express,Yes,13,"Credit Card",Weekly,Middle_aged,7
277,25,Male,Skirt,Clothing,30,"South Dakota",XL,Turquoise,Fall,3.5,Yes,Express,Yes,11,"Bank Transfer",Fortnightly,"Young Adult",14
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,23,"Debit Card",Annually,Middle_aged,365
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4,Yes,Standard,Yes,37,"Bank Transfer",Monthly,"Young Adult",30
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3,Yes,"2-Day Shipping",Yes,9,Cash,Monthly,"Young Adult",30
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,"Next Day Air",Yes,16,Venmo,Annually,Adult,365
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,4,PayPal,Quarterly,Senior,90
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,"Store Pickup",Yes,6,"Debit Card",Annually,"Young Adult",365
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,"2-Day Shipping",Yes,18,Venmo,Fortnightly,Middle_aged,14
290,49,Male,Coat,Outerwear,85,"New York",M,Yellow,Fall,4.5,Yes,"2-Day Shipping",Yes,26,"Credit Card",Monthly,Middle_aged,30
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,50,PayPal,Weekly,Senior,7
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,"Next Day Air",Yes,40,"Bank Transfer",Monthly,Middle_aged,30
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,"Free Shipping",Yes,24,Cash,Quarterly,Senior,90
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,33,PayPal,Annually,Senior,365
296,53,Male,Sunglasses,Accessories,42,"West Virginia",M,Indigo,Winter,2.7,Yes,"Store Pickup",Yes,24,"Credit Card",Quarterly,Middle_aged,90
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,"2-Day Shipping",Yes,19,"Credit Card",Weekly,"Young Adult",7
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,"Next Day Air",Yes,28,PayPal,Fortnightly,"Young Adult",14
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,"Store Pickup",Yes,24,PayPal,Weekly,"Young Adult",7
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,"Next Day Air",Yes,49,Venmo,Weekly,"Young Adult",7
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,"2-Day Shipping",Yes,26,PayPal,Annually,Senior,365
307,26,Male,Jacket,Outerwear,49,"North Dakota",S,White,Summer,3.6,Yes,Express,Yes,4,Cash,Annually,"Young Adult",365
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,21,Cash,Fortnightly,Senior,14
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,50,Cash,Fortnightly,Middle_aged,14
312,69,Male,Jeans,Clothing,52,"Rhode Island",L,Silver,Winter,4.1,Yes,"Store Pickup",Yes,19,"Bank Transfer",Monthly,Senior,30
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,"Next Day Air",Yes,6,PayPal,Annually,Adult,365
316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,24,"Debit Card",Annually,Senior,365
317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,"Free Shipping",Yes,46,Venmo,Monthly,Adult,30
319,45,Male,Backpack,Accessories,67,"South Dakota",M,Beige,Winter,2.5,Yes,Standard,Yes,10,Cash,Annually,Middle_aged,365
321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,28,"Debit Card",Quarterly,Senior,90
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,"Free Shipping",Yes,48,"Debit Card",Quarterly,Adult,90
323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3,Yes,Standard,Yes,47,"Credit Card",Monthly,Adult,30
325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,37,Venmo,Quarterly,Adult,90
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,"Free Shipping",Yes,38,"Debit Card",Annually,Senior,365
327,62,Male,Scarf,Accessories,41,"New Jersey",M,White,Fall,3.2,Yes,"Store Pickup",Yes,48,"Bank Transfer",Weekly,Senior,7
328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,"Free Shipping",Yes,36,PayPal,Weekly,Senior,7
329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,"Free Shipping",Yes,9,"Credit Card",Weekly,Middle_aged,7
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,"2-Day Shipping",Yes,34,"Bank Transfer",Monthly,Senior,30
332,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,"Store Pickup",Yes,46,PayPal,Quarterly,"Young Adult",90
333,19,Male,Shirt,Clothing,86,"New York",M,Maroon,Winter,2.8,Yes,"2-Day Shipping",Yes,5,"Credit Card",Monthly,"Young Adult",30
335,41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,"Next Day Air",Yes,30,"Credit Card",Annually,Adult,365
337,36,Male,Hat,Accessories,81,"Rhode Island",S,Orange,Fall,4.4,Yes,Express,Yes,16,PayPal,Annually,Adult,365
338,32,Male,Sweater,Clothing,59,"New Mexico",M,Cyan,Winter,4.3,Yes,"2-Day Shipping",Yes,16,"Bank Transfer",Annually,Adult,365
339,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,16,Cash,Weekly,Senior,7
344,27,Male,Sandals,Footwear,39,Nebraska,M,Purple,Summer,4.4,Yes,"Next Day Air",Yes,26,Venmo,Monthly,"Young Adult",30
345,24,Male,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,4,Yes,Standard,Yes,46,"Debit Card",Monthly,"Young Adult",30
346,48,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,"Next Day Air",Yes,27,"Bank Transfer",Annually,Middle_aged,365
347,49,Male,Jeans,Clothing,50,"New Mexico",L,Violet,Spring,4.7,Yes,"Next Day Air",Yes,5,Cash,Weekly,Middle_aged,7
348,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,"Store Pickup",Yes,43,PayPal,Fortnightly,Adult,14
349,56,Male,Blouse,Clothing,59,"South Carolina",M,Beige,Fall,2.7,Yes,"Free Shipping",Yes,17,PayPal,Fortnightly,Middle_aged,14
351,42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,"2-Day Shipping",Yes,47,"Bank Transfer",Fortnightly,Adult,14
354,63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,"Store Pickup",Yes,35,"Debit Card",Monthly,Senior,30
355,58,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3,Yes,"Free Shipping",Yes,42,Venmo,Weekly,Senior,7
357,56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,3.7,Yes,Standard,Yes,27,Cash,Weekly,Middle_aged,7
361,51,Male,Pants,Clothing,30,"Rhode Island",M,Teal,Summer,3,Yes,Standard,Yes,18,"Debit Card",Fortnightly,Middle_aged,14
362,65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,"Free Shipping",Yes,45,Cash,Annually,Senior,365
363,53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,"Free Shipping",Yes,1,Venmo,Fortnightly,Middle_aged,14
364,55,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,"Free Shipping",Yes,42,"Bank Transfer",Fortnightly,Middle_aged,14
366,55,Male,Gloves,Accessories,88,"West Virginia",XL,Gray,Summer,3.7,Yes,Standard,Yes,50,PayPal,Quarterly,Middle_aged,90
367,64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,"Store Pickup",Yes,37,Venmo,Fortnightly,Senior,14
368,52,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,"Store Pickup",Yes,18,"Bank Transfer",Monthly,Middle_aged,30
369,24,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Standard,Yes,29,Cash,Monthly,"Young Adult",30
370,38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,"Store Pickup",Yes,45,PayPal,Quarterly,Adult,90
371,59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Express,Yes,13,PayPal,Weekly,Senior,7
372,27,Male,Sneakers,Footwear,83,"North Carolina",S,Pink,Winter,3.2,Yes,"2-Day Shipping",Yes,47,PayPal,Monthly,"Young Adult",30
373,24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Standard,Yes,7,"Debit Card",Weekly,"Young Adult",7
375,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5,Yes,"Store Pickup",Yes,39,"Bank Transfer",Monthly,Senior,30
376,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Standard,Yes,6,"Debit Card",Quarterly,Senior,90
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,"Next Day Air",Yes,23,"Credit Card",Monthly,Middle_aged,30
381,39,Male,Backpack,Accessories,69,"New Hampshire",XL,Beige,Fall,3,Yes,"Store Pickup",Yes,19,"Bank Transfer",Weekly,Adult,7
383,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,"Store Pickup",Yes,47,PayPal,Quarterly,"Young Adult",90
384,50,Male,Sunglasses,Accessories,77,"West Virginia",S,Magenta,Fall,3.8,Yes,Standard,Yes,6,PayPal,Quarterly,Middle_aged,90
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Yes,"2-Day Shipping",Yes,6,Venmo,Annually,Senior,365
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,40,PayPal,Quarterly,Senior,90
388,45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,"Store Pickup",Yes,38,PayPal,Fortnightly,Middle_aged,14
389,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,"Store Pickup",Yes,10,PayPal,Quarterly,"Young Adult",90
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Standard,Yes,28,"Bank Transfer",Monthly,"Young Adult",30
391,25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,"2-Day Shipping",Yes,19,PayPal,Annually,"Young Adult",365
392,37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Standard,Yes,25,Cash,Fortnightly,Adult,14
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,"Next Day Air",Yes,38,"Credit Card",Annually,"Young Adult",365
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Standard,Yes,6,PayPal,Fortnightly,Adult,14
396,37,Male,Sneakers,Footwear,65,"Rhode Island",L,Brown,Winter,4.9,Yes,"Store Pickup",Yes,2,PayPal,Annually,Adult,365
397,46,Male,Dress,Clothing,88,"South Carolina",S,Black,Fall,3.9,Yes,Standard,Yes,24,"Bank Transfer",Annually,Middle_aged,365
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3,Yes,"Free Shipping",Yes,26,Cash,Annually,"Young Adult",365
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,"2-Day Shipping",Yes,10,"Debit Card",Monthly,Senior,30
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,"Free Shipping",Yes,14,PayPal,Fortnightly,Adult,14
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Standard,Yes,21,Cash,Quarterly,Adult,90
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3,Yes,Express,Yes,26,PayPal,Monthly,"Young Adult",30
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,"Next Day Air",Yes,12,"Bank Transfer",Annually,"Young Adult",365
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,"Store Pickup",Yes,11,"Credit Card",Monthly,Adult,30
406,41,Male,Jeans,Clothing,74,"South Carolina",S,Silver,Summer,3.8,Yes,Standard,Yes,15,Cash,Annually,Adult,365
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Express,Yes,13,Cash,Monthly,Middle_aged,30
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Express,Yes,36,Cash,Fortnightly,Adult,14
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,"2-Day Shipping",Yes,32,"Bank Transfer",Monthly,Adult,30
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,"2-Day Shipping",Yes,1,"Credit Card",Quarterly,"Young Adult",90
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,15,PayPal,Annually,Senior,365
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,"Store Pickup",Yes,3,"Bank Transfer",Weekly,"Young Adult",7
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,"Free Shipping",Yes,48,Cash,Monthly,Senior,30
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,"Store Pickup",Yes,30,"Debit Card",Weekly,"Young Adult",7
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,40,"Bank Transfer",Monthly,Senior,30
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,"Free Shipping",Yes,24,"Bank Transfer",Fortnightly,Adult,14
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,"Free Shipping",Yes,48,"Debit Card",Quarterly,"Young Adult",90
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,"Store Pickup",Yes,32,"Debit Card",Annually,Middle_aged,365
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,42,PayPal,Fortnightly,Senior,14
426,40,Male,Jeans,Clothing,87,"North Dakota",S,Teal,Winter,3.3,Yes,"Store Pickup",Yes,4,"Credit Card",Quarterly,Adult,90
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,19,"Credit Card",Quarterly,Adult,90
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,"Store Pickup",Yes,6,"Credit Card",Quarterly,Senior,90
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,"Free Shipping",Yes,2,"Debit Card",Fortnightly,"Young Adult",14
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,"2-Day Shipping",Yes,21,Cash,Fortnightly,Adult,14
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,"Store Pickup",Yes,40,"Debit Card",Annually,"Young Adult",365
432,43,Male,Hat,Accessories,76,"New Hampshire",L,Cyan,Winter,3.4,Yes,"Store Pickup",Yes,33,Cash,Fortnightly,Adult,14
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,"Free Shipping",Yes,26,Venmo,Weekly,Middle_aged,7
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,"Store Pickup",Yes,23,"Credit Card",Fortnightly,Middle_aged,14
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,"Next Day Air",Yes,42,"Bank Transfer",Monthly,Middle_aged,30
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,"Free Shipping",Yes,41,"Bank Transfer",Weekly,Adult,7
438,45,Male,Jewelry,Accessories,50,"New Mexico",M,Peach,Summer,2.6,Yes,"Next Day Air",Yes,41,PayPal,Annually,Middle_aged,365
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,12,"Credit Card",Fortnightly,Middle_aged,14
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,"Free Shipping",Yes,31,Cash,Monthly,Senior,30
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,"Store Pickup",Yes,34,"Debit Card",Fortnightly,"Young Adult",14
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,32,"Credit Card",Annually,Adult,365
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.8,Yes,"Store Pickup",Yes,31,"Credit Card",Quarterly,"Young Adult",90
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,"Free Shipping",Yes,24,PayPal,Annually,"Young Adult",365
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,"Store Pickup",Yes,31,"Debit Card",Annually,Middle_aged,365
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,18,Venmo,Annually,Adult,365
447,19,Male,Shirt,Clothing,74,"West Virginia",M,Silver,Summer,4.1,Yes,"Store Pickup",Yes,15,Venmo,Monthly,"Young Adult",30
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,"Next Day Air",Yes,35,"Bank Transfer",Fortnightly,Adult,14
450,26,Male,Jewelry,Accessories,45,"New York",L,Peach,Summer,2.9,Yes,"2-Day Shipping",Yes,35,"Bank Transfer",Monthly,"Young Adult",30
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,"Store Pickup",Yes,19,"Credit Card",Monthly,"Young Adult",30
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,26,"Credit Card",Fortnightly,Senior,14
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.7,Yes,Express,Yes,39,PayPal,Fortnightly,Middle_aged,14
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,"Next Day Air",Yes,22,"Credit Card",Weekly,Middle_aged,7
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,"Store Pickup",Yes,50,"Debit Card",Fortnightly,Middle_aged,14
457,50,Male,Blouse,Clothing,96,"North Carolina",S,Indigo,Fall,4,Yes,"2-Day Shipping",Yes,33,"Credit Card",Quarterly,Middle_aged,90
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4,Yes,"2-Day Shipping",Yes,48,PayPal,Monthly,Middle_aged,30
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,27,PayPal,Fortnightly,Senior,14
461,64,Male,Shoes,Footwear,65,"South Carolina",L,Teal,Summer,3.8,Yes,"Store Pickup",Yes,27,"Bank Transfer",Weekly,Senior,7
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,20,Venmo,Weekly,"Young Adult",7
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,29,Venmo,Weekly,Adult,7
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,"Next Day Air",Yes,45,PayPal,Monthly,"Young Adult",30
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,"Next Day Air",Yes,25,Cash,Quarterly,Middle_aged,90
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,"Free Shipping",Yes,25,PayPal,Weekly,Adult,7
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5,Yes,"Free Shipping",Yes,16,Cash,Quarterly,Adult,90
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,"2-Day Shipping",Yes,36,"Bank Transfer",Quarterly,Middle_aged,90
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,"Free Shipping",Yes,3,"Bank Transfer",Quarterly,"Young Adult",90
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,"2-Day Shipping",Yes,15,Cash,Quarterly,Senior,90
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,"Free Shipping",Yes,18,"Debit Card",Annually,"Young Adult",365
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,"Free Shipping",Yes,2,"Debit Card",Fortnightly,"Young Adult",14
478,42,Male,Sweater,Clothing,56,"North Dakota",M,Green,Summer,3.7,Yes,"Free Shipping",Yes,49,"Debit Card",Weekly,Adult,7
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,"Free Shipping",Yes,48,Venmo,Annually,Adult,365
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,"Store Pickup",Yes,43,Venmo,Monthly,Adult,30
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,"2-Day Shipping",Yes,10,PayPal,Fortnightly,Middle_aged,14
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,"2-Day Shipping",Yes,11,Venmo,Annually,Adult,365
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,"Store Pickup",Yes,12,"Debit Card",Weekly,"Young Adult",7
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,"Free Shipping",Yes,28,"Bank Transfer",Quarterly,Senior,90
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,"Next Day Air",Yes,36,"Debit Card",Fortnightly,Middle_aged,14
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,"Store Pickup",Yes,22,"Credit Card",Quarterly,Adult,90
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,32,Venmo,Weekly,Senior,7
490,49,Male,Socks,Clothing,85,"South Dakota",M,Green,Summer,3.2,Yes,Standard,Yes,40,PayPal,Annually,Middle_aged,365
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,"2-Day Shipping",Yes,47,Cash,Monthly,Middle_aged,30
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,11,"Debit Card",Weekly,Middle_aged,7
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,42,"Debit Card",Weekly,Adult,7
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,"Free Shipping",Yes,6,"Debit Card",Fortnightly,Adult,14
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,31,Venmo,Fortnightly,"Young Adult",14
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,"Free Shipping",Yes,31,Cash,Weekly,Adult,7
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,"Free Shipping",Yes,27,"Bank Transfer",Monthly,Adult,30
500,36,Male,Shoes,Footwear,99,"Rhode Island",L,Silver,Winter,4.8,Yes,Express,Yes,24,PayPal,Monthly,Adult,30
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,"Next Day Air",Yes,21,Venmo,Annually,Senior,365
503,59,Male,Pants,Clothing,30,"South Carolina",S,Cyan,Fall,2.8,Yes,Express,Yes,8,PayPal,Fortnightly,Senior,14
